epoch,lr-Adam,step,train_loss_epoch,train_loss_step,train_mae_epoch,train_mae_step,val_loss,val_mae
,0.0001,0,,,,,,
0,,9,,0.36485373973846436,,0.36049526929855347,,
0,,19,,0.3114715814590454,,0.3226820230484009,,
0,,29,,0.3224734365940094,,0.31536099314689636,,
0,,39,,0.35317838191986084,,0.3318266272544861,,
0,,49,,0.31146135926246643,,0.2769363224506378,,
0,,59,,0.2954888343811035,,0.262832373380661,,
0,,69,,0.22234195470809937,,0.14781875908374786,,
0,,79,,0.19792824983596802,,0.11925264447927475,,
0,,89,,0.18794481456279755,,0.11533352732658386,,
0,,99,,0.20011340081691742,,0.12008500099182129,,
0,,109,,0.2186325639486313,,0.12577344477176666,,
0,,119,,0.19692745804786682,,0.12998828291893005,,
0,,129,,0.21183818578720093,,0.11712372303009033,,
0,,139,,0.18131443858146667,,0.0996333658695221,,
0,,149,,0.19541069865226746,,0.12117519974708557,,
0,,159,,0.1473674476146698,,0.07934704422950745,,
0,,169,,0.17844194173812866,,0.10414676368236542,,
0,,179,,0.17651253938674927,,0.09832429140806198,,
0,,189,,0.15382033586502075,,0.089715376496315,,
0,,199,,0.19519151747226715,,0.12470485270023346,,
0,,209,,0.1907482147216797,,0.11062467843294144,,
0,,219,,0.1645602136850357,,0.09750702232122421,,
0,,229,,0.14381562173366547,,0.0868346095085144,,
0,,239,,0.18396294116973877,,0.1076006069779396,,
0,,249,,0.16234639286994934,,0.09190259873867035,,
0,,259,,0.15666493773460388,,0.09045194089412689,,
0,,269,,0.172681525349617,,0.09778027981519699,,
0,,279,,0.1972624957561493,,0.11765173822641373,,
0,,289,,0.17609982192516327,,0.09990426152944565,,
0,,299,,0.17762276530265808,,0.10268475115299225,,
0,,309,,0.16619302332401276,,0.09204252064228058,,
0,,319,,0.18828804790973663,,0.11156079173088074,,
0,,329,,0.17591209709644318,,0.10241235047578812,,
0,,339,,0.16406090557575226,,0.09290501475334167,,
0,,349,,0.18742167949676514,,0.10223269462585449,,
0,,359,,0.15960919857025146,,0.09249530732631683,,
0,,369,,0.18873478472232819,,0.11660528182983398,,
0,,379,,0.15560117363929749,,0.09676007926464081,,
0,,389,,0.16044677793979645,,0.09631709009408951,,
0,,399,,0.18106354773044586,,0.10517004132270813,,
0,,409,,0.1738603115081787,,0.0994136780500412,,
0,,419,,0.19648054242134094,,0.1143745630979538,,
0,,429,,0.1538270264863968,,0.08632191270589828,,
0,,439,,0.15690164268016815,,0.09063874185085297,,
0,,449,,0.1497776210308075,,0.08334014564752579,,
0,,459,,0.18546488881111145,,0.11156250536441803,,
0,,469,,0.14881105720996857,,0.08692320436239243,,
0,,479,,0.16129599511623383,,0.08602498471736908,,
0,,489,,0.1636374443769455,,0.09751833230257034,,
0,,499,,0.18475285172462463,,0.09938168525695801,,
0,,509,,0.1809549629688263,,0.10263741761445999,,
0,,519,,0.17546938359737396,,0.10629894584417343,,
0,,529,,0.17344878613948822,,0.11060366034507751,,
0,,539,,0.15327998995780945,,0.08715642988681793,,
0,,549,,0.16165384650230408,,0.09015359729528427,,
0,,559,,0.16391362249851227,,0.10410073399543762,,
0,,569,,0.16855724155902863,,0.09224890917539597,,
0,,579,,0.17626728117465973,,0.10439183562994003,,
0,,589,,0.14211679995059967,,0.08028874546289444,,
0,,599,,0.15606829524040222,,0.081224724650383,,
0,,609,,0.160180002450943,,0.08965706825256348,,
0,,619,,0.16905242204666138,,0.09580758959054947,,
0,,629,,0.1574607938528061,,0.0916062593460083,,
0,,639,,0.17197994887828827,,0.09131301939487457,,
0,,649,,0.14923956990242004,,0.08002107590436935,,
0,,659,,0.15881718695163727,,0.08837343752384186,,
0,,669,,0.1783265769481659,,0.10613543540239334,,
0,,679,,0.1646290123462677,,0.09467441588640213,,
0,,689,,0.17012488842010498,,0.10021539032459259,,
0,,699,,0.17405568063259125,,0.10141216963529587,,
0,,709,,0.1834454983472824,,0.10926954448223114,,
0,,719,,0.14717382192611694,,0.09332279860973358,,
0,,729,,0.14944778382778168,,0.08058685809373856,,
0,,739,,0.1678556203842163,,0.1024545282125473,,
0,,749,,0.20386819541454315,,0.12045113742351532,,
0,,759,,0.13741806149482727,,0.07230719923973083,,
0,,769,,0.160383939743042,,0.09058214724063873,,
0,,779,,0.16586270928382874,,0.09670636057853699,,
0,,788,,,,,0.16852788627147675,0.09860488027334213
0,,789,,0.17305877804756165,,0.09443779289722443,,
0,,799,,0.19378761947155,,0.1183411031961441,,
0,,809,,0.167721688747406,,0.09207291156053543,,
0,,819,,0.15013006329536438,,0.09026890993118286,,
0,,829,,0.17116527259349823,,0.10136041790246964,,
0,,839,,0.15650451183319092,,0.09173665940761566,,
0,,849,,0.1364111453294754,,0.07616913318634033,,
